Catalogue,Composition,Condition,Date,Mint_Mark,Other_Details,Province_Mint,Soverign_Issuer,Weight,wreck,image_url,type
,,,1623.0,,,Nuremberg,Ferdinand II,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01627-C.jpg,Taler
,,,1622.0,,,Nuremberg,Ferdinand II,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01628-C.jpg,Taler
,,,1608.0,,,Lubeck,Rudolph II,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01627-C_0.jpg,Taler
,,,1601.0,,,Braunschweig,Heinrich Julius,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01630-C.jpg,Taler
,,,1611.0,,,Cologne,Rudolph,28.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01631-C.jpg,Taler
,,,1622.0,,,Frankfurt,Ferdinand II,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01632-C.jpg,Taler
,,,1578.0,,,Unidentified,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01633-C.jpg,Taler
,,,1580.0,,,Sachsen,August,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01634-C.jpg,Taler
,,,1623.0,,,Utrecht,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01635-C.jpg,Rijksdaalder
,,,1623.0,,,Hamburg,Ferdinand II,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01636-C.jpg,Taler
,,,1598.0,,,Kampen,Rudolph II,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01637-C.jpg,Taler or Rijksdaalder
,,,1596.0,,,Kampen,Rudolph II,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01638-C.jpg,Taler or Rijksdaalder
,,,1621.0,,,Hamburg,Ferdinand Ii,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01639-C.jpg,Taler
,,,1650.0,,,Overijssel,Unknown,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01640-C.jpg,Rijksdaalder
,,,1608.0,,,Schleswig Holstein,Johann Adolph,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01641-C.jpg,Taler
,,,1620.0,,,Friesland,Unknown,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01642-C.jpg,Rijksdaalder
,,,1621.0,,,West Friesland,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01643-C.jpg,Taler or Rijksdaalder
,,,1623.0,,,Frankfurt,Ferdinand II,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01644-C.jpg,Taler
,,,1623.0,,,Frankfurt,Ferdinand Ii,22.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01645-C.jpg,Taler
,,,1625.0,,Corroded,Utrecht,Unknown,23.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01646-C.jpg,Rijksdaalder
,,,1624.0,,,Holland,Unknown,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01647-C.jpg,Rijksdaalder
,,,1621.0,,,Holland,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01648-C.jpg,Rijksdaalder
,,,1621.0,,,Gelderland,Unknown,23.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01649-C.jpg,Rijksdaalder
,,,1607.0,,,Braunschweig,Unknown,16.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01650-C.jpg,Taler
,,,0.0,,Corroded,Unidentified,Unknown,17.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01651-C.jpg,Rijksdaalder
,,,0.0,,Corroded,Unidentified,Unknown,19.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01652-C.jpg,Rijksdaalder
,,,0.0,,,Zwolle,Mathew,20.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01653-C.jpg,Taler or Rijksdaalder
,,,1621.0,,,Zeeland,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01654-C.jpg,Rijksdaalder
,,,1622.0,,Corroded,Unidentified,Unknown,21.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01655-C.jpg,Rijksdaalder
,,,0.0,,Corroded,Unidentified,Unknown,23.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01656-C.jpg,Rijksdaalder
,,,0.0,,Corroded,Zeeland,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01657-C.jpg,Rijksdaalder
,,,1619.0,,Corroded,Gelderland,Unknown,20.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01658-A.jpg,Rijksdaalder
,,,1620.0,,,Friesland,Unknown,23.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01659-A.jpg,Rijksdaalder
,,,1622.0,,,Gelderland,Unknown,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01660-C.jpg,Rijksdaalder
,,,1620.0,,,West Friesland,Unknown,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01662-C.jpg,Rijksdaalder
,,,0.0,,Corroded,Unidentified,Unknown,22.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01664-C.jpg,Rijksdaalder
,,,1620.0,,,Zeeland,Unknown,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01665-C.jpg,Rijksdaalder
,,,1650.0,,,Unidentified,Unknown,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01666-C.jpg,Rijksdaalder
,,,1620.0,,Corroded,Unidentified,Unknown,21.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01667-C.jpg,Rijksdaalder
,,,0.0,,,Utrecht,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01668-C.jpg,Rijksdaalder
,,,1622.0,,Corroded,Utrecht,Unknown,20.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01669-C.jpg,Rijksdaalder
,,,0.0,,Corroded,Unidentified,Unknown,22.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01670-C.jpg,Rijksdaalder
,,,0.0,,Corroded,Unidentified,Unknown,20.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01671-C.jpg,Rijksdaalder
,,,0.0,,,Unidentified,Unknown,19.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01672-C.jpg,Rijksdaalder
,,,0.0,,,holland,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01673-C.jpg,Rijksdaalder
,,,1623.0,,,Utrecht,Unknown,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01674-C.jpg,Rijksdaalder
,,,0.0,,,Unidentified,Unknown,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01675-C.jpg,Taler
,,,0.0,,Corroded Taler Rijksdaalder,Unidentified,Unknown,15.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01676-C.jpg,Unidentified
,,,0.0,,,Unidentified,Ferdinand II,22.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01677-C.jpg,Taler
,,,1622.0,,,Frankfurt,Ferdinand II,22.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01678-C.jpg,Taler
,,,1569.0,,,Holland,Unknown,23.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01679-C.jpg,Daalder
,,,1650.0,,Corroded,Gelderland,Unknown,24.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01680-C.jpg,Rijksdaalder
,,,0.0,,Corroded,Unidentified,Unknown,21.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01681-C.jpg,Rijksdaalder
,,,1600.0,,,Gelderland,Unknown,25.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01682-C.jpg,Rijksdaalder
,,,1622.0,,,Schleswig Holstein,Unknown,22.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01683-C.jpg,Taler
,,,0.0,,,Sachsen,Unknown,20.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01684-C.jpg,Taler
13/77/1,,,1620.0,,,Gelderland,,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01685-C.jpg,Rijksdaalder
,,,1623.0,,,Frankfurt,Unknown,18.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01686-C.jpg,Taler
,,,1598.0,,,Utrecht,Unknown,27.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01687-C.jpg,Rijksdaalder
,,,0.0,,Corroded Taler Rijksdaalder,Unidentified,Unknown,20.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01688-C.jpg,Unidentified
cf. Dav. 5449,,,1623.0,,,Lubeck,Ferdinand II,14.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01689-C.jpg,1/2 Taler
,,,1594.0,,,Overijssel,Unknown,12.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01690-C.jpg,1/2 Daalder
,,,1650.0,,,Hamburg,Ferdinand II,11.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01691-A.jpg,1/2 Taler
,,,1588.0,,,Sachsen,Christian,13.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01692-C.jpg,1/2 Taler
,,,1620.0,,,Overijssel,Unknown,11.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01693-C.jpg,1/2 Rijksdaalder
,,,1623.0,,,Unidentified,Unknown,13.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01694-C.jpg,1/2 Rijksdaalder
,,,1620.0,,,Unidentified,Unknown,10.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01695-C.jpg,1/2 Rijksdaalder
,,,1622.0,,,Sachsen,Unknown,9.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01696-B.jpg,1/2 Taler
,,,1620.0,,,Unidentified,Unknown,10.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01697-C.jpg,1/2 Rijksdaalder
,,,0.0,,,Unidentified,Unknown,6.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01698-C.jpg,1/2 Taler
,,,1623.0,,Broken in half,Frankfurt,Unknown,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01699-C.jpg,1/2 Taler
,,,0.0,,Broken in half,Lubeck,Ferdinand II,26.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01700-B.jpg,1/2 Taler
,,,0.0,,,Frankfurt,Unknown,14.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01701-C.jpg,Taler
,,,1622.0,,,Unidentified,Unknown,9.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01702-C.jpg,1/2 Rijksdaalder
,,,0.0,,,Hamburg,Unknown,10.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01703-C.jpg,Taler
,,,0.0,,,Unidentified,Unknown,15.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01704-C.jpg,Taler
,,,0.0,,Corroded,Unidentified,Unknown,6.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01708-C.jpg,Rijksdaalder
,,,0.0,,,Unidentified,Unknown,6.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01709-C.jpg,Taler
,,,0.0,,,Unidentified,Unknown,6.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01710-C.jpg,Unidentified
,,,0.0,,,Braunschweig,Unknown,9.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01711-C.jpg,Taler
,,,0.0,,35.46 g and 24.76 g,Unidentified,Unknown,35.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01712-A.jpg,Taler or Rijksdaalder
,,,1550.0,,Corroded,Unidentified,Unknown,39.0,Batavia,http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01714-A.jpg,Rijksdaalder
,,,1652.0,OMP,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01720-C.jpg,8 Reales
,,,0.0,OMP,,Mexico,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01721-C.jpg,4 Reales
,,,0.0,OMP,,Mexico,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01722-C.jpg,2 Reales
,,,1650.0,,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01723-C.jpg,8 Reales
,,,0.0,4,,Mexico,Unknown,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01724-C.jpg,4 Reales
,,,0.0,OMP,,Mexico,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01725-C.jpg,2 Reales
,,,0.0,OMP,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01726-C.jpg,8 Reales
,,,1653.0,OMP,,Mexico,Unknown,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01727-C.jpg,4 Reales
,,,1652.0,OMP,,Mexico,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01728-C.jpg,2 Reales
,,,1650.0,OMP 8,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01729-C.jpg,8 Reales
,,,0.0,OMP,,Mexico,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01730-C.jpg,4 Reales
,,,0.0,M,,Mexico,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01731-C.jpg,2 Reales
,,,1653.0,OMP,,Mexico,Unknown,27.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01732-C.jpg,8 Reales
,,,0.0,OMP,,Mexico,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01733-C.jpg,8 Reales
,,,0.0,,,Mexico,Unknown,5.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01734-C.jpg,2 Reales
,,,0.0,OMP,,Mexico,Unknown,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01735-C.jpg,8 Reales
,,,0.0,OMP 4,,Mexico,Unknown,13.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01736-C.jpg,4 Reales
,,,0.0,,,Mexico,Unknown,6.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01737-C.jpg,2 Reales
Yriarte 970,,,1652.0,E,,Potosi,Unknown,25.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01739-C.jpg,8 Reales
,,,1653.0,OMP,,Mexico,Unknown,26.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01740-C.jpg,8 Reales
,,,0.0,OMP,,Mexico,Unknown,11.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01741-C.jpg,4 Reales
Similar toYr?Rare,,,0.0,G N (Master N,,Granada,Unknown,12.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01742-C.jpg,4 Reales
Yriarte 967,,,1652.0,E Type X,,Potosi,Unknown,24.0,Vergulde Draak (Draeck) (Gilt Dragon),http://museum.wa.gov.au/maritime-archaeology-db/sites/default/files/imagecache/numismatic-large/images-numismatics/01744-C.jpg,8 Reales
